route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
RED,R6,[@14.0.56288404@][2][1302875988636]/1__R6,Illini Union,1,R6,RED 8
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/68__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
YELLOW SATURDAY,Y3SA,[@15.0.63192124@][1][1338414280664]/12__Y3SA,Champaign Walmart,0,Y3SA,[@14.0.57766396@]100N
SILVER,SV4 UI NOSCH,[@6.0.28932250@][1][1654214032262]/80__SV4_UI_NOSCH,Lincoln Square,0,SV4 UI NOSCH,[@6.0.28932250@]1
ILLINI,I1 UI MTH,[@6.0.28930998@][2][1654023658965]/78__I1_UI_MTH,PAR,1,I1 UI MTH,22S ILLINI 20
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/48__O3_MF,Round Barn Road,1,O3 MF,[@2.0.86175868@]25
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1622139626848]/33__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,YELLOWHOPPER 23
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/154__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
RED,R6,[@14.0.56288404@][1][1302722517057]/18__R6,Ashland Park - Apollo,0,R6,RED 4
YELLOW,GN4 MF,[@6.0.14329702@][2][1622057661480]/3__GN4_MF,Lot E-14,1,GN4 MF,[@15.0.68511845@]30
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/67__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
SILVER SATURDAY,SV1-1 UISA,[@12.0.44184681@][1250945403296]/256__SV1-1_UISA,Vet-Med,1,SV1-1 UISA,130S SILVER WEEKEND 3
YELLOW LATE NIGHT SATURDAY,Y1 UISA,[@124.0.92327957@][1484578220911]/3__Y1_UISA,Champaign Meijer,0,Y1 UISA,[@124.0.92327957@]100 LATE 5
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/18__T2_NONUI_SA,Illinois Terminal,1,T2 NONUI SA,TEAL WEEKEND 16
ILLINI EVENING SUNDAY,I4 UI SU,[@6.0.28932555@][1][1654264622423]/10__I4_UI_SU,Lincoln & Killarney,0,I4 UI SU,[@124.0.92263401@]220N ILLINI 10
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/137__T1_NONUI_SA,Orchard Downs,0,T1 NONUI SA,12E TEAL WEEKEND 13
ORANGEHOPPER,O2 MF,[@14.0.52435578@][4][1275670882890]/12__O2_MF,Illinois Terminal,1,O2 MF,6WIT->CF HOPPER
TEAL,T1 NON UI MF,[@7.0.41893871@][3][1243541396687]/77__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,12E TEAL 13
SILVER,SV4 NON UI  NOSCH,[@6.0.28932250@][1][1654559819322]/2__SV4_NON_UI__NOSCH,PAR,0,SV4 NON UI  NOSCH,[@6.0.28932250@]1
GREEN,I8 4S NOUI NOSCH,5GNX306__I8_4S_NOUI_NOSCH,Road Barn Road,0,I8 4S NOUI NOSCH,5ETOCF
YELLOW,Y2  UIMF,[@6.0.14329702@][1][1622064850885]/34__Y2__UIMF,Champaign Walmart,0,Y2  UIMF,YELLOW 50
BRONZE,BZ1 SCHMF,[@7.0.41201636@][3][1243611110703]/4__BZ1_SCHMF,Lincoln Square,0,BZ1 SCHMF,8E
GREEN LATE NIGHT,GN7 UI MTH,[@7.0.38112640@][4][1219153573468]/7__GN7_UI_MTH,Illinois Terminal,1,GN7 UI MTH,50WLTNT->
GREENHOPPER EVENING,GN3 SCH W,[@14.0.50384734@][1270492238828]/4__GN3_SCH_W,Lincoln Square,0,GN3 SCH W,[@15.0.68512960@]110
YELLOW SUNDAY,Y3 SU,[@124.0.92236898@][1484325332995]/0__Y3_SU,Champaign Walmart,0,Y3 SU,[@124.0.92236898@]Y1SATPO
ORANGE,GN7 UI F,[@2.0.86175868@][1458585713139]/96__GN7_UI_F,Round Barn Road - Plastipak,1,GN7 UI F,[@2.0.86175868@]34
BROWN,BB1 MF,[@15.0.61662606@][20][1329164126655]/4__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]11
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/21__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
GREY,GR3 UIMF,[@2.0.80545657@][32][1425489662101]/44__GR3_UIMF,Parkland College,1,GR3 UIMF,7W
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/76__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
TEAL,T3 UIMF,[@6.0.28930857@][31][1653492964688]/44__T3_UIMF,PAR,0,T3 UIMF,[@15.0.79613563@]47
BLUE,B4 K12 Early Out,[@14.0.56288268@][3][1302635354802]/19__B4_K12_Early_Out,Illinois Terminal,0,B4 K12 Early Out,BLUE 51
YELLOW SUNDAY,Y2  NONUISU,[@124.0.92236898@][1484325332995]/16__Y2__NONUISU,Champaign Walmart,0,Y2  NONUISU,[@124.0.92236898@]100N
GREY SATURDAY,GR2SA,[@15.0.73008535@][31][1401898680792]/13__GR2SA,Lincoln Square - Urbana Walmart,0,GR2SA,[@15.0.69172548@]1
ORANGEHOPPER,O4 MF,[@14.0.52435578@][4][1275670882890]/3__O4_MF,Illinois Terminal,1,O4 MF,6WIT->CF HOPPER
SILVER,SV4 UI NOSCH,[@6.0.28932250@][2][1654215235685]/128__SV4_UI_NOSCH,PAR,1,SV4 UI NOSCH,SILVER 120
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/156__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
ILLINI LIMITED SATURDAY,I1 NONUISA,[@6.0.14330204@][2][1622384445965]/50__I1_NONUISA,ARC,1,I1 NONUISA,ILLINI LIMITED WEEKEND 845
GREY ALT,1N #2 SHOW K12 Early Out,[@6.0.28929208@][31][1659304502698]/2__1N_#2_SHOW_K12_Early_Out,Fifth & Beardsley,0,1N #2 SHOW K12 Early Out,[@2.0.84907145@]1435
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/2__T2_NONUI_SA,Illinois Terminal,1,T2 NONUI SA,TEAL WEEKEND 16
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/1__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][1][1622466962641]/11__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,22N 316
YELLOW EVENING,Y2  UIMF,[@15.0.63189138@][1][1338404910860]/0__Y2__UIMF,Champaign Walmart,0,Y2  UIMF,100N
GREENHOPPER EVENING SATURDAY,GN2  UISA,[@7.0.42019048@][4][1256063002359]/0__GN2__UISA,Illinois Terminal,1,GN2  UISA,GREENHOPPER WEEKEND 07
TEAL,T1 UIM-F,[@6.0.28930857@][31][1653075243167]/3__T1_UIM-F,Orchard Downs,0,T1 UIM-F,12E TEAL 13
GREY,GNX5 MF,4GR781__GNX5_MF,Urbana Walmart,0,GNX5 MF,7E
GREEN EVENING SATURDAY,GR2SA,[@124.0.92311676@][1484576395235]/8__GR2SA,Round Barn Road,1,GR2SA,[@124.0.92311676@]71
RUBY,RUB2 SCH WED,[@15.0.64600293@][1][1339519267236]/9__RUB2_SCH_WED,Airport & Cunningham,0,RUB2 SCH WED,[@15.0.64600293@]1
TEAL EVENING SATURDAY,T2 NONUI SA,[@124.0.92279199@][1484345597711]/4__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,[@124.0.92279199@]TEAL EVENING 13
GREEN LATE NIGHT,GR5 UIMF,[@7.0.38112640@][4][1217017960328]/1__GR5_UIMF,Illinois Terminal,1,GR5 UIMF,50WLTNT->
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][2][1338469240094]/17__Y4SA,Savoy Walmart,1,Y4SA,[@14.0.57766396@]100S
ILLINI EVENING SUNDAY,I4 UI SU,[@6.0.28932555@][2][1654268703998]/51__I4_UI_SU,PAR,1,I4 UI SU,[@124.0.92263401@]220S ILLINI 20
ILLINI,I2 UI-MTH,[@6.0.28930998@][2][1654024075736]/96__I2_UI-MTH,PAR,1,I2 UI-MTH,[@15.0.68513188@]4
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/34__O2_MF,Illinois Terminal,1,O2 MF,[@2.0.86175868@]53
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][2][1363728725942]/92__SV2_NON_UI,Transit Plaza,1,SV2 NON UI,[@15.0.67924657@]7
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][2][1622384445965]/65__I2_UI_SA,ARC,1,I2 UI SA,ILLINI LIMITED WEEKEND 845
GREY SUNDAY,GN1 SU,[@2.0.85633657@][32][1463429698711]/11__GN1_SU,Round Barn Road,1,GN1 SU,70WIT->CF
GOLD,G1 MF NONUI,[@6.0.28929634@][32][1654206967548]/2__G1_MF_NONUI,Mattis & Devonshire,1,G1 MF NONUI,[@6.0.28929634@]23
SILVER,SV2 NON UI,[@6.0.28932250@][1][1654525597845]/50__SV2_NON_UI,PAR,0,SV2 NON UI,[@6.0.28932250@]1
ILLINI EVENING,I5 UI M-TH,[@6.0.28928828@][1][1654031639104]/20__I5_UI_M-TH,Lincoln & Killarney,0,I5 UI M-TH,220N ILLINI 10
GREY,GR1 MF NOSCH,[@2.0.80545657@][32][1425489606906]/34__GR1_MF_NOSCH,Parkland College,1,GR1 MF NOSCH,7W
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][2][1343053303227]/0__L2_NO_SCH_MF,Illinois Terminal,1,L2 NO SCH MF,OD1PO
ILLINI EVENING SUNDAY,I2  UI SU PM,[@6.0.28932555@][1][1654265208057]/18__I2__UI_SU_PM,Lincoln & Killarney,0,I2  UI SU PM,[@124.0.92263401@]220N ILLINI 10
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/83__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/42__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@124.0.92350475@]3
7W GREY ALT,7W SHOW MF,[@6.0.14329867@][32][1628695583867]/1__7W_SHOW_MF,John & Crescent,1,7W SHOW MF,[@124.0.94416686@]2
ILLINI,I2 UI-MTH,[@6.0.28930998@][2][1654024040726]/89__I2_UI-MTH,PAR,1,I2 UI-MTH,22S ILLINI 20
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/19__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/15__SV2_UISA,Vet-Med,1,SV2 UISA,[@124.0.92284627@]130S SILVER EVENING 3
LINK,LN3 MF,[@6.0.15252684@][2][1622672028480]/55__LN3_MF,Water Survey,1,LN3 MF,[@6.0.15252684@]2
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/72__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
SILVER,SV4 UI NOSCH,[@6.0.28932250@][2][1654215235685]/129__SV4_UI_NOSCH,PAR,1,SV4 UI NOSCH,SILVER 120
GREEN EXPRESS,I8 4S SCH WED,4GN582__I8_4S_SCH_WED,Curtis & Wynstone,1,I8 4S SCH WED,5WXPM
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/40__T1_UISA,Illinois Terminal,1,T1 UISA,[@124.0.92279199@]TEAL EVENING 12
RED SATURDAY,R2SA,20RED029__R2SA,Champaign Meijer,0,R2SA,20C->MP
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][2][1622253008700]/36__I2__UI_SU,ARC,1,I2  UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/38__O1_MF,Illinois Terminal,1,O1 MF,[@2.0.86175868@]53
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/20__O3_MF,US 150 & Dodson,0,O3 MF,[@2.0.86175868@]ORANGE 14
ILLINI EVENING,I2 UI-MTH,[@6.0.28928828@][1][1654029014601]/8__I2_UI-MTH,Lincoln & Killarney,0,I2 UI-MTH,220N ILLINI 10
GREY SATURDAY,GR1SA,[@15.0.73008535@][32][1401898892813]/23__GR1SA,Round Barn Road,1,GR1SA,[@15.0.69172548@]2
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/47__O4_MF,Round Barn Road,1,O4 MF,[@2.0.86175868@]25
YELLOW,Y5  NONUI MF,[@6.0.14329702@][1][1622066420557]/56__Y5__NONUI_MF,Champaign Walmart,0,Y5  NONUI MF,[@15.0.63189004@]23
ILLINI,I3 UI MF,[@6.0.28930998@][2][1654024367640]/100__I3_UI_MF,PAR,1,I3 UI MF,22S ILLINI 20
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721664566]/31__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
TEAL EVENING SATURDAY,T1 NONUI SA,[@124.0.92279199@][1484345597711]/29__T1_NONUI_SA,Orchard Downs,0,T1 NONUI SA,[@124.0.92279199@]TEAL EVENING 14
BROWN,BA2 SCHMF,[@2.0.80548152@][11][1425506589356]/7__BA2_SCHMF,Parkland College,0,BA2 SCHMF,[@15.0.61662606@]364
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161301181]/26__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
SILVER,SV1 UI MF,[@6.0.28932250@][2][1654215108501]/99__SV1_UI_MF,PAR,1,SV1 UI MF,SILVER 120
SILVER,SV2 NON UI,[@6.0.28932250@][2][1654525442681]/3__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
GREY,GR1 MF NOSCH,[@2.0.80545657@][31][1425487417760]/3__GR1_MF_NOSCH,Urbana Walmart,0,GR1 MF NOSCH,7E->LSG
YELLOW,Y2  UIMF,[@6.0.14329702@][2][1622063697652]/24__Y2__UIMF,Savoy Walmart,1,Y2  UIMF,YELLOW 14
RUBY SUNDAY,RUB1 SU,[@124.0.92234822@][1484324980985]/41__RUB1_SU,Lincoln Square,1,RUB1 SU,[@124.0.92234822@]2
GREEN LATE NIGHT SATURDAY,GN2  UISA,[@124.0.92344750@][1484579800344]/88__GN2__UISA,Lincoln Square,0,GN2  UISA,[@124.0.92344750@]50E->50WLNIGHT
GREY SUNDAY,GR3 NONUISU,[@2.0.85633657@][32][1463431982715]/1__GR3_NONUISU,Round Barn Road,1,GR3 NONUISU,[@15.0.68512361@]3
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/44__O2_MF,Round Barn Road,1,O2 MF,[@2.0.86175868@]25
ILLINI,I3 UI MF,[@6.0.28930998@][1][1654018099653]/26__I3_UI_MF,Lincoln & Killarney,0,I3 UI MF,22N ILLINI 10
ILLINI,I5  UIF,[@6.0.28930998@][2][1654023280185]/73__I5__UIF,PAR,1,I5  UIF,22S ILLINI 20
GOLDHOPPER,G1 MF NONUI,[@6.0.28930011@][31][1653411591839]/16__G1_MF_NONUI,Lincoln Square,0,G1 MF NONUI,GOLDHOPPER 2
SILVER LATE NIGHT,SV4 UI F,[@12.0.42230752@][3][1246897534375]/11__SV4_UI_F,Lincoln Square,0,SV4 UI F,130N SILVERLATE 2
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][1][1622384291845]/27__I2_UI_SA,Lincoln & Killarney,0,I2 UI SA,[@6.0.14330204@]6
ORANGEHOPPER,O1 MF,[@14.0.52435578@][4][1275670882890]/2__O1_MF,Illinois Terminal,1,O1 MF,6WIT->CF HOPPER
5W GREEN EXPRESS 2,5W #2 SHOW HS Early Out,[@6.0.28932325@][32][1659292307563]/15__5W_#2_SHOW_HS_Early_Out,Copper Ridge,1,5W #2 SHOW HS Early Out,1425
LIME EVENING SATURDAY,LM2SA,[@124.0.94417146@][12][1496419670340]/12__LM2SA,Round Barn Road,1,LM2SA,[@124.0.92254999@]43
BROWN ALT PM,7W#2 SHOW WED,[@15.0.61734120@][10][1328801977827]/2__7W#2_SHOW_WED,Devonshire Express,0,7W#2 SHOW WED,[@15.0.61734120@]316
LAVENDER,L1 MF,[@15.0.63192662@][1][1334088165505]/13__L1_MF,Champaign Walmart,0,L1 MF,[@15.0.63192662@]3
TEAL EVENING,T3 NON UI MF,[@7.0.41903462@][4][1243545628328]/4__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,TEAL EVENING 12
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/264__T2_NONUI_SA,Illinois Terminal,1,T2 NONUI SA,TEAL WEEKEND 45
YELLOW LATE NIGHT SUNDAY,Y2 UISU,[@124.0.92330667@][1484578259855]/42__Y2_UISU,Lot E-14,1,Y2 UISU,[@124.0.92330667@]100SLTNT->
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622384445965]/55__I2__NONUISA,ARC,1,I2  NONUISA,ILLINI LIMITED WEEKEND 845
GOLDHOPPER,G3 NON UI MF,[@6.0.28930011@][31][1653411591839]/1__G3_NON_UI_MF,Lincoln Square,0,G3 NON UI MF,GOLDHOPPER 2
GREEN,GN9 MTTF,[@14.0.46304650@][3][1272038578968]/0__GN9_MTTF,Main & Brady,0,GN9 MTTF,[@15.0.68508734@]66
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/31__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
ILLINI EVENING SUNDAY,I2  UI SU PM,[@6.0.28932555@][1][1654265208057]/19__I2__UI_SU_PM,Lincoln & Killarney,0,I2  UI SU PM,[@124.0.92263401@]220N ILLINI 10
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161301181]/22__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
ORANGEHOPPER,O3 MF,[@14.0.52435578@][3][1275675740468]/36__O3_MF,University & Cottage Grove,0,O3 MF,[@15.0.68513410@]21
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/82__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
YELLOW,Y5  UI MF,[@6.0.14329702@][2][1622058262710]/7__Y5__UI_MF,Savoy Walmart,1,Y5  UI MF,[@14.0.56288722@]35
ILLINI LIMITED SUNDAY,I1 SU,[@6.0.14330187@][1][1622252763821]/10__I1_SU,Lincoln & Killarney,0,I1 SU,[@6.0.14330187@]6
GREEN LATE NIGHT,GN7 UI F,[@7.0.38112640@][4][1219153573468]/8__GN7_UI_F,Illinois Terminal,1,GN7 UI F,50WLTNT->
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161313741]/29__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
YELLOW,Y5  UI MF,[@6.0.14329702@][2][1622062688246]/12__Y5__UI_MF,Savoy Walmart,1,Y5  UI MF,YELLOW 14
ILLINI,I1 UI MTH,[@6.0.28930998@][1][1654015280092]/5__I1_UI_MTH,Lincoln & Killarney,0,I1 UI MTH,22N ILLINI 10
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/137__T1_UISA,Orchard Downs,0,T1 UISA,12E TEAL WEEKEND 13
GREENHOPPER,GN8 MF,[@7.0.41101146@][4][1237930060906]/16__GN8_MF,Parkland College,1,GN8 MF,5W HOPPER 81
GOLDHOPPER,G1 MF NONUI,[@6.0.28930011@][31][1653411591839]/14__G1_MF_NONUI,Lincoln Square,0,G1 MF NONUI,GOLDHOPPER 2
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/28__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/29__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
BLUE,B4 NOSCHMF,[@15.0.63191971@][4][1344873325565]/0__B4_NOSCHMF,Round Barn Road,1,B4 NOSCHMF,[@14.0.56288268@]341
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/6__T2_NONUI_SA,Illinois Terminal,1,T2 NONUI SA,TEAL WEEKEND 16
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][2][1622253008700]/32__I2__UI_SU,ARC,1,I2  UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/76__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/41__T1_UISA,Illinois Terminal,1,T1 UISA,[@124.0.92279199@]TEAL EVENING 12
TEAL EVENING,T1 NON UI MF,[@7.0.41903462@][4][1243545628328]/7__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,TEAL EVENING 12
RUBY EVENING SATURDAY,RUB1 SA,[@124.0.92246230@][1484327414903]/4__RUB1_SA,Lincoln Square,1,RUB1 SA,[@124.0.92246230@]2
ILLINI,I5 UI M-TH,[@6.0.28930998@][1][1654019244273]/51__I5_UI_M-TH,Lincoln & Anthony,0,I5 UI M-TH,[@15.0.63192528@]35
BROWN,BA2 NOSCHMF,[@15.0.61662606@][10][1329152261282]/39__BA2_NOSCHMF,Round Barn Road,0,BA2 NOSCHMF,[@15.0.61662606@]706
YELLOW,Y3 MF,[@6.0.14329702@][1][1622065989279]/39__Y3_MF,Champaign Walmart,0,Y3 MF,[@6.0.14329702@]100
BROWN,BA1 MF,[@15.0.61662606@][10][1329152229172]/37__BA1_MF,Transit Plaza,0,BA1 MF,[@2.0.80548152@]2
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/128__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92286725@]130N SILVER EVENING 2
TEAL,T3 UIMF,[@6.0.28930857@][31][1653492964688]/35__T3_UIMF,PAR,0,T3 UIMF,[@15.0.79613563@]47
ILLINI EVENING SUNDAY,I2  UI SU PM,[@6.0.28932555@][2][1654268452834]/32__I2__UI_SU_PM,PAR,1,I2  UI SU PM,[@124.0.92263401@]220S ILLINI 20
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/86__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/83__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][2][1622384445965]/61__I2_UI_SA,ARC,1,I2 UI SA,ILLINI LIMITED WEEKEND 845
YELLOW SATURDAY,Y2 NONUI SA,[@15.0.63192124@][2][1338469240094]/25__Y2_NONUI_SA,Savoy Walmart,1,Y2 NONUI SA,[@14.0.57766396@]100S
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/22__SV2_UISU,Vet-Med,1,SV2 UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/32__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/71__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92276155@]120W TEAL LATE 12
GOLDHOPPER,G3 NON UI MF,[@6.0.28930011@][31][1653411591839]/17__G3_NON_UI_MF,Lincoln Square,0,G3 NON UI MF,GOLDHOPPER 2
GREENHOPPER EVENING SATURDAY,GN1SA,[@7.0.42019048@][3][1256063201375]/0__GN1SA,Sunnycrest,0,GN1SA,50E HOPPER 103
GREY SATURDAY,GR2SA,[@15.0.73008535@][32][1401899327184]/42__GR2SA,Round Barn Road,1,GR2SA,[@15.0.69172548@]2
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][1][1622146973960]/36__I2_NONUI_MF,Lincoln & Killarney,0,I2 NONUI MF,[@6.0.14327389@]10
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][1][1622252763821]/1__I2__UI_SU,Lincoln & Killarney,0,I2  UI SU,[@6.0.14330187@]6
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][1][1622553201381]/0__I1_NONUIMF,Lincoln & Anthony,0,I1 NONUIMF,[@2.0.85635071@]58
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071396320]/17__L2SA,Champaign Walmart,0,L2SA,30NIT->BB
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/82__O2_MF,Illinois Terminal,1,O2 MF,[@2.0.86175868@]70
GREY EVENING,BZ1 SCHMF,[@15.0.68508995@][4][1366821150873]/0__BZ1_SCHMF,Round Barn Road,1,BZ1 SCHMF,[@15.0.68508995@]2
RUBY SATURDAY,RUB1 SA,[@15.0.64657075@][1339528341508]/17__RUB1_SA,Lincoln Square,1,RUB1 SA,[@15.0.64657075@]2
NAVY,N2 MF,[@124.0.103534744@][32][1510344802986]/7__N2_MF,Kirby & Mullikin,1,N2 MF,[@124.0.103534744@]NAVY 5
GREEN,GN2 MF,2GN536__GN2_MF,Main & Brady,0,GN2 MF,5E
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1622139626848]/27__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,YELLOWHOPPER 23
GREEN SUNDAY,GN3 SU,[@124.0.92334988@][1484579202830]/33__GN3_SU,Orchard Downs,0,GN3 SU,[@124.0.92334988@]50E->PC
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/26__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92279199@]TEAL EVENING 13
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072086256]/40__L2SA,Illinois Terminal,1,L2SA,30SBB->IT
GREY SUNDAY,GR2 SU,[@2.0.85633657@][31][1463430303388]/31__GR2_SU,Lincoln Square - Urbana Walmart,0,GR2 SU,70E-WKND
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622384445965]/39__I2__NONUISA,ARC,1,I2  NONUISA,ILLINI LIMITED WEEKEND 845
LAVENDER ALT,SV4 UI SCH MTH,[@2.0.84876422@][1455575336053]/62__SV4_UI_SCH_MTH,State & Green,1,SV4 UI SCH MTH,[@2.0.84876422@]LP1SCHOOLPO
GOLD,G5 NON UI MF,[@6.0.28929634@][31][1653586444208]/3__G5_NON_UI_MF,Cunningham & Perkins,0,G5 NON UI MF,[@6.0.28929634@]9
LAVENDER,L1 MF,[@15.0.63192662@][1][1334087851811]/4__L1_MF,Champaign Walmart - Research Park,0,L1 MF,[@15.0.63192662@]4
BROWN,BA2 NOSCHMF,[@2.0.80548152@][11][1425506589356]/7__BA2_NOSCHMF,Parkland College,0,BA2 NOSCHMF,[@15.0.61662606@]364
ILLINI LIMITED EVENING SATURDAY,I2  NONUISA,[@6.0.14330915@][2][1622384801956]/31__I2__NONUISA,Transit Plaza,1,I2  NONUISA,[@124.0.92348983@]ILLINI 845 315
